Description,state_full_name,state_abbrievation,state_code,county_name,county_code
"Lowndes County, Georgia",Georgia,GA,13,Lowndes,185
"Lumpkin County, Georgia",Georgia,GA,13,Lumpkin,187
"McDuffie County, Georgia",Georgia,GA,13,McDuffie,189
"McIntosh County, Georgia",Georgia,GA,13,McIntosh,191
"Macon County, Georgia",Georgia,GA,13,Macon,193
"Madison County, Georgia",Georgia,GA,13,Madison,195
"Marion County, Georgia",Georgia,GA,13,Marion,197
"Meriwether County, Georgia",Georgia,GA,13,Meriwether,199
"Miller County, Georgia",Georgia,GA,13,Miller,201
"Mitchell County, Georgia",Georgia,GA,13,Mitchell,205
"Monroe County, Georgia",Georgia,GA,13,Monroe,207
"Montgomery County, Georgia",Georgia,GA,13,Montgomery,209
"Morgan County, Georgia",Georgia,GA,13,Morgan,211
"Murray County, Georgia",Georgia,GA,13,Murray,213
"Muscogee County, Georgia",Georgia,GA,13,Muscogee,215
"Newton County, Georgia",Georgia,GA,13,Newton,217
"Oconee County, Georgia",Georgia,GA,13,Oconee,219
"Oglethorpe County, Georgia",Georgia,GA,13,Oglethorpe,221
"Paulding County, Georgia",Georgia,GA,13,Paulding,223
"Peach County, Georgia",Georgia,GA,13,Peach,225
"Pickens County, Georgia",Georgia,GA,13,Pickens,227
"Pierce County, Georgia",Georgia,GA,13,Pierce,229
"Pike County, Georgia",Georgia,GA,13,Pike,231
"Polk County, Georgia",Georgia,GA,13,Polk,233
"Pulaski County, Georgia",Georgia,GA,13,Pulaski,235
"Putnam County, Georgia",Georgia,GA,13,Putnam,237
"Quitman County, Georgia",Georgia,GA,13,Quitman,239
"Rabun County, Georgia",Georgia,GA,13,Rabun,241
"Randolph County, Georgia",Georgia,GA,13,Randolph,243
"Richmond County, Georgia",Georgia,GA,13,Richmond,245
"Rockdale County, Georgia",Georgia,GA,13,Rockdale,247
"Schley County, Georgia",Georgia,GA,13,Schley,249
"Screven County, Georgia",Georgia,GA,13,Screven,251
"Seminole County, Georgia",Georgia,GA,13,Seminole,253
"Spalding County, Georgia",Georgia,GA,13,Spalding,255
"Stephens County, Georgia",Georgia,GA,13,Stephens,257
"Stewart County, Georgia",Georgia,GA,13,Stewart,259
"Sumter County, Georgia",Georgia,GA,13,Sumter,261
"Talbot County, Georgia",Georgia,GA,13,Talbot,263
"Taliaferro County, Georgia",Georgia,GA,13,Taliaferro,265
"Tattnall County, Georgia",Georgia,GA,13,Tattnall,267
"Taylor County, Georgia",Georgia,GA,13,Taylor,269
"Telfair County, Georgia",Georgia,GA,13,Telfair,271
"Terrell County, Georgia",Georgia,GA,13,Terrell,273
"Thomas County, Georgia",Georgia,GA,13,Thomas,275
"Tift County, Georgia",Georgia,GA,13,Tift,277
"Toombs County, Georgia",Georgia,GA,13,Toombs,279
"Towns County, Georgia",Georgia,GA,13,Towns,281
"Treutlen County, Georgia",Georgia,GA,13,Treutlen,283
"Troup County, Georgia",Georgia,GA,13,Troup,285
"Turner County, Georgia",Georgia,GA,13,Turner,287
"Twiggs County, Georgia",Georgia,GA,13,Twiggs,289
"Union County, Georgia",Georgia,GA,13,Union,291
"Upson County, Georgia",Georgia,GA,13,Upson,293
"Walker County, Georgia",Georgia,GA,13,Walker,295
"Walton County, Georgia",Georgia,GA,13,Walton,297
"Ware County, Georgia",Georgia,GA,13,Ware,299
"Warren County, Georgia",Georgia,GA,13,Warren,301
"Washington County, Georgia",Georgia,GA,13,Washington,303
"Wayne County, Georgia",Georgia,GA,13,Wayne,305
"Webster County, Georgia",Georgia,GA,13,Webster,307
"Wheeler County, Georgia",Georgia,GA,13,Wheeler,309
"White County, Georgia",Georgia,GA,13,White,311
"Whitfield County, Georgia",Georgia,GA,13,Whitfield,313
"Wilcox County, Georgia",Georgia,GA,13,Wilcox,315
"Wilkes County, Georgia",Georgia,GA,13,Wilkes,317
"Wilkinson County, Georgia",Georgia,GA,13,Wilkinson,319
"Worth County, Georgia",Georgia,GA,13,Worth,321
"Hawaii County, Hawaii",Hawaii,HI,15,Hawaii,001
"Honolulu County, Hawaii",Hawaii,HI,15,Honolulu,003
"Kalawao County, Hawaii",Hawaii,HI,15,Kalawao,005
"Kauai County, Hawaii",Hawaii,HI,15,Kauai,007
"Maui County, Hawaii",Hawaii,HI,15,Maui,009
"Ada County, Idaho",Idaho,ID,16,Ada,001
"Adams County, Idaho",Idaho,ID,16,Adams,003
"Bannock County, Idaho",Idaho,ID,16,Bannock,005
"Bear Lake County, Idaho",Idaho,ID,16,Bear Lake,007
"Benewah County, Idaho",Idaho,ID,16,Benewah,009
"Bingham County, Idaho",Idaho,ID,16,Bingham,011
"Blaine County, Idaho",Idaho,ID,16,Blaine,013
"Boise County, Idaho",Idaho,ID,16,Boise,015
"Bonner County, Idaho",Idaho,ID,16,Bonner,017
"Bonneville County, Idaho",Idaho,ID,16,Bonneville,019
"Boundary County, Idaho",Idaho,ID,16,Boundary,021
"Butte County, Idaho",Idaho,ID,16,Butte,023
"Camas County, Idaho",Idaho,ID,16,Camas,025
"Canyon County, Idaho",Idaho,ID,16,Canyon,027
"Caribou County, Idaho",Idaho,ID,16,Caribou,029
"Cassia County, Idaho",Idaho,ID,16,Cassia,031
"Clark County, Idaho",Idaho,ID,16,Clark,033
"Clearwater County, Idaho",Idaho,ID,16,Clearwater,035
"Custer County, Idaho",Idaho,ID,16,Custer,037
"Elmore County, Idaho",Idaho,ID,16,Elmore,039
"Franklin County, Idaho",Idaho,ID,16,Franklin,041
"Fremont County, Idaho",Idaho,ID,16,Fremont,043
"Gem County, Idaho",Idaho,ID,16,Gem,045
"Gooding County, Idaho",Idaho,ID,16,Gooding,047
"Idaho County, Idaho",Idaho,ID,16,Idaho,049
"Jefferson County, Idaho",Idaho,ID,16,Jefferson,051
"Jerome County, Idaho",Idaho,ID,16,Jerome,053
"Kootenai County, Idaho",Idaho,ID,16,Kootenai,055
"Latah County, Idaho",Idaho,ID,16,Latah,057
"Lemhi County, Idaho",Idaho,ID,16,Lemhi,059
"Lewis County, Idaho",Idaho,ID,16,Lewis,061
"Lincoln County, Idaho",Idaho,ID,16,Lincoln,063
"Madison County, Idaho",Idaho,ID,16,Madison,065
"Minidoka County, Idaho",Idaho,ID,16,Minidoka,067
"Nez Perce County, Idaho",Idaho,ID,16,Nez Perce,069
"Oneida County, Idaho",Idaho,ID,16,Oneida,071
"Owyhee County, Idaho",Idaho,ID,16,Owyhee,073
"Payette County, Idaho",Idaho,ID,16,Payette,075
"Power County, Idaho",Idaho,ID,16,Power,077
"Shoshone County, Idaho",Idaho,ID,16,Shoshone,079
"Teton County, Idaho",Idaho,ID,16,Teton,081
"Twin Falls County, Idaho",Idaho,ID,16,Twin Falls,083
"Valley County, Idaho",Idaho,ID,16,Valley,085
"Washington County, Idaho",Idaho,ID,16,Washington,087
"Adams County, Illinois",Illinois,IL,17,Adams,001
"Alexander County, Illinois",Illinois,IL,17,Alexander,003
"Bond County, Illinois",Illinois,IL,17,Bond,005
"Boone County, Illinois",Illinois,IL,17,Boone,007
"Brown County, Illinois",Illinois,IL,17,Brown,009
"Bureau County, Illinois",Illinois,IL,17,Bureau,011
"Calhoun County, Illinois",Illinois,IL,17,Calhoun,013
"Carroll County, Illinois",Illinois,IL,17,Carroll,015
"Cass County, Illinois",Illinois,IL,17,Cass,017
"Champaign County, Illinois",Illinois,IL,17,Champaign,019
"Christian County, Illinois",Illinois,IL,17,Christian,021
"Clark County, Illinois",Illinois,IL,17,Clark,023
"Clay County, Illinois",Illinois,IL,17,Clay,025
"Clinton County, Illinois",Illinois,IL,17,Clinton,027
"Coles County, Illinois",Illinois,IL,17,Coles,029
"Cook County, Illinois",Illinois,IL,17,Cook,031
"Crawford County, Illinois",Illinois,IL,17,Crawford,033
"Cumberland County, Illinois",Illinois,IL,17,Cumberland,035
"DeKalb County, Illinois",Illinois,IL,17,DeKalb,037
"De Witt County, Illinois",Illinois,IL,17,De Witt,039
"Douglas County, Illinois",Illinois,IL,17,Douglas,041
"DuPage County, Illinois",Illinois,IL,17,DuPage,043
"Edgar County, Illinois",Illinois,IL,17,Edgar,045
"Edwards County, Illinois",Illinois,IL,17,Edwards,047
"Effingham County, Illinois",Illinois,IL,17,Effingham,049
"Fayette County, Illinois",Illinois,IL,17,Fayette,051
"Ford County, Illinois",Illinois,IL,17,Ford,053
"Franklin County, Illinois",Illinois,IL,17,Franklin,055
"Fulton County, Illinois",Illinois,IL,17,Fulton,057
"Gallatin County, Illinois",Illinois,IL,17,Gallatin,059
"Greene County, Illinois",Illinois,IL,17,Greene,061
"Grundy County, Illinois",Illinois,IL,17,Grundy,063
"Hamilton County, Illinois",Illinois,IL,17,Hamilton,065
"Hancock County, Illinois",Illinois,IL,17,Hancock,067
"Hardin County, Illinois",Illinois,IL,17,Hardin,069
"Henderson County, Illinois",Illinois,IL,17,Henderson,071
"Henry County, Illinois",Illinois,IL,17,Henry,073
"Iroquois County, Illinois",Illinois,IL,17,Iroquois,075
"Jackson County, Illinois",Illinois,IL,17,Jackson,077
"Jasper County, Illinois",Illinois,IL,17,Jasper,079
"Jefferson County, Illinois",Illinois,IL,17,Jefferson,081
"Jersey County, Illinois",Illinois,IL,17,Jersey,083
"Jo Daviess County, Illinois",Illinois,IL,17,Jo Daviess,085
"Johnson County, Illinois",Illinois,IL,17,Johnson,087
"Kane County, Illinois",Illinois,IL,17,Kane,089
"Kankakee County, Illinois",Illinois,IL,17,Kankakee,091
"Kendall County, Illinois",Illinois,IL,17,Kendall,093
"Knox County, Illinois",Illinois,IL,17,Knox,095
"Lake County, Illinois",Illinois,IL,17,Lake,097
"LaSalle County, Illinois",Illinois,IL,17,LaSalle,099
"Lawrence County, Illinois",Illinois,IL,17,Lawrence,101
"Lee County, Illinois",Illinois,IL,17,Lee,103
"Livingston County, Illinois",Illinois,IL,17,Livingston,105
"Logan County, Illinois",Illinois,IL,17,Logan,107
"McDonough County, Illinois",Illinois,IL,17,McDonough,109
"McHenry County, Illinois",Illinois,IL,17,McHenry,111
"McLean County, Illinois",Illinois,IL,17,McLean,113
"Macon County, Illinois",Illinois,IL,17,Macon,115
"Macoupin County, Illinois",Illinois,IL,17,Macoupin,117
"Madison County, Illinois",Illinois,IL,17,Madison,119
"Marion County, Illinois",Illinois,IL,17,Marion,121
"Marshall County, Illinois",Illinois,IL,17,Marshall,123
"Mason County, Illinois",Illinois,IL,17,Mason,125
"Massac County, Illinois",Illinois,IL,17,Massac,127
"Menard County, Illinois",Illinois,IL,17,Menard,129
"Mercer County, Illinois",Illinois,IL,17,Mercer,131
"Monroe County, Illinois",Illinois,IL,17,Monroe,133
"Montgomery County, Illinois",Illinois,IL,17,Montgomery,135
"Morgan County, Illinois",Illinois,IL,17,Morgan,137
"Moultrie County, Illinois",Illinois,IL,17,Moultrie,139
"Ogle County, Illinois",Illinois,IL,17,Ogle,141
"Peoria County, Illinois",Illinois,IL,17,Peoria,143
"Perry County, Illinois",Illinois,IL,17,Perry,145
"Piatt County, Illinois",Illinois,IL,17,Piatt,147
"Pike County, Illinois",Illinois,IL,17,Pike,149
"Pope County, Illinois",Illinois,IL,17,Pope,151
"Pulaski County, Illinois",Illinois,IL,17,Pulaski,153
"Putnam County, Illinois",Illinois,IL,17,Putnam,155
"Randolph County, Illinois",Illinois,IL,17,Randolph,157
"Richland County, Illinois",Illinois,IL,17,Richland,159
"Rock Island County, Illinois",Illinois,IL,17,Rock Island,161
"St. Clair County, Illinois",Illinois,IL,17,St. Clair,163
"Saline County, Illinois",Illinois,IL,17,Saline,165
"Sangamon County, Illinois",Illinois,IL,17,Sangamon,167
"Schuyler County, Illinois",Illinois,IL,17,Schuyler,169
"Scott County, Illinois",Illinois,IL,17,Scott,171
"Shelby County, Illinois",Illinois,IL,17,Shelby,173
"Stark County, Illinois",Illinois,IL,17,Stark,175
"Stephenson County, Illinois",Illinois,IL,17,Stephenson,177
"Tazewell County, Illinois",Illinois,IL,17,Tazewell,179
"Union County, Illinois",Illinois,IL,17,Union,181
"Vermilion County, Illinois",Illinois,IL,17,Vermilion,183
"Wabash County, Illinois",Illinois,IL,17,Wabash,185
"Warren County, Illinois",Illinois,IL,17,Warren,187
"Washington County, Illinois",Illinois,IL,17,Washington,189
"Wayne County, Illinois",Illinois,IL,17,Wayne,191
"White County, Illinois",Illinois,IL,17,White,193
"Whiteside County, Illinois",Illinois,IL,17,Whiteside,195
"Will County, Illinois",Illinois,IL,17,Will,197
"Williamson County, Illinois",Illinois,IL,17,Williamson,199
"Winnebago County, Illinois",Illinois,IL,17,Winnebago,201
"Woodford County, Illinois",Illinois,IL,17,Woodford,203
"Adams County, Indiana",Indiana,IN,18,Adams,001
"Allen County, Indiana",Indiana,IN,18,Allen,003
"Bartholomew County, Indiana",Indiana,IN,18,Bartholomew,005
"Benton County, Indiana",Indiana,IN,18,Benton,007
"Blackford County, Indiana",Indiana,IN,18,Blackford,009
"Boone County, Indiana",Indiana,IN,18,Boone,011
"Brown County, Indiana",Indiana,IN,18,Brown,013
"Carroll County, Indiana",Indiana,IN,18,Carroll,015
"Cass County, Indiana",Indiana,IN,18,Cass,017
"Clark County, Indiana",Indiana,IN,18,Clark,019
"Clay County, Indiana",Indiana,IN,18,Clay,021
"Clinton County, Indiana",Indiana,IN,18,Clinton,023
"Crawford County, Indiana",Indiana,IN,18,Crawford,025
"Daviess County, Indiana",Indiana,IN,18,Daviess,027
"Dearborn County, Indiana",Indiana,IN,18,Dearborn,029
"Decatur County, Indiana",Indiana,IN,18,Decatur,031
"DeKalb County, Indiana",Indiana,IN,18,DeKalb,033
"Delaware County, Indiana",Indiana,IN,18,Delaware,035
"Dubois County, Indiana",Indiana,IN,18,Dubois,037
"Elkhart County, Indiana",Indiana,IN,18,Elkhart,039
"Fayette County, Indiana",Indiana,IN,18,Fayette,041
"Floyd County, Indiana",Indiana,IN,18,Floyd,043
"Fountain County, Indiana",Indiana,IN,18,Fountain,045
"Franklin County, Indiana",Indiana,IN,18,Franklin,047
"Fulton County, Indiana",Indiana,IN,18,Fulton,049
"Gibson County, Indiana",Indiana,IN,18,Gibson,051
"Grant County, Indiana",Indiana,IN,18,Grant,053
"Greene County, Indiana",Indiana,IN,18,Greene,055
"Hamilton County, Indiana",Indiana,IN,18,Hamilton,057
"Hancock County, Indiana",Indiana,IN,18,Hancock,059
"Harrison County, Indiana",Indiana,IN,18,Harrison,061
"Hendricks County, Indiana",Indiana,IN,18,Hendricks,063
"Henry County, Indiana",Indiana,IN,18,Henry,065
"Howard County, Indiana",Indiana,IN,18,Howard,067
"Huntington County, Indiana",Indiana,IN,18,Huntington,069
"Jackson County, Indiana",Indiana,IN,18,Jackson,071
"Jasper County, Indiana",Indiana,IN,18,Jasper,073
"Jay County, Indiana",Indiana,IN,18,Jay,075
"Jefferson County, Indiana",Indiana,IN,18,Jefferson,077
"Jennings County, Indiana",Indiana,IN,18,Jennings,079
"Johnson County, Indiana",Indiana,IN,18,Johnson,081
"Knox County, Indiana",Indiana,IN,18,Knox,083
"Kosciusko County, Indiana",Indiana,IN,18,Kosciusko,085
"LaGrange County, Indiana",Indiana,IN,18,LaGrange,087
"Lake County, Indiana",Indiana,IN,18,Lake,089
"LaPorte County, Indiana",Indiana,IN,18,LaPorte,091
"Lawrence County, Indiana",Indiana,IN,18,Lawrence,093
"Madison County, Indiana",Indiana,IN,18,Madison,095
"Marion County, Indiana",Indiana,IN,18,Marion,097
"Marshall County, Indiana",Indiana,IN,18,Marshall,099
"Martin County, Indiana",Indiana,IN,18,Martin,101
"Miami County, Indiana",Indiana,IN,18,Miami,103
"Monroe County, Indiana",Indiana,IN,18,Monroe,105
"Montgomery County, Indiana",Indiana,IN,18,Montgomery,107
"Morgan County, Indiana",Indiana,IN,18,Morgan,109
"Newton County, Indiana",Indiana,IN,18,Newton,111
"Noble County, Indiana",Indiana,IN,18,Noble,113
"Ohio County, Indiana",Indiana,IN,18,Ohio,115
"Orange County, Indiana",Indiana,IN,18,Orange,117
"Owen County, Indiana",Indiana,IN,18,Owen,119
"Parke County, Indiana",Indiana,IN,18,Parke,121
"Perry County, Indiana",Indiana,IN,18,Perry,123
"Pike County, Indiana",Indiana,IN,18,Pike,125
"Porter County, Indiana",Indiana,IN,18,Porter,127
"Posey County, Indiana",Indiana,IN,18,Posey,129
"Pulaski County, Indiana",Indiana,IN,18,Pulaski,131
"Putnam County, Indiana",Indiana,IN,18,Putnam,133
"Randolph County, Indiana",Indiana,IN,18,Randolph,135
"Ripley County, Indiana",Indiana,IN,18,Ripley,137
"Rush County, Indiana",Indiana,IN,18,Rush,139
"St. Joseph County, Indiana",Indiana,IN,18,St. Joseph,141
"Scott County, Indiana",Indiana,IN,18,Scott,143
"Shelby County, Indiana",Indiana,IN,18,Shelby,145
"Spencer County, Indiana",Indiana,IN,18,Spencer,147
"Starke County, Indiana",Indiana,IN,18,Starke,149
"Steuben County, Indiana",Indiana,IN,18,Steuben,151
"Sullivan County, Indiana",Indiana,IN,18,Sullivan,153
"Switzerland County, Indiana",Indiana,IN,18,Switzerland,155
"Tippecanoe County, Indiana",Indiana,IN,18,Tippecanoe,157
"Tipton County, Indiana",Indiana,IN,18,Tipton,159
"Union County, Indiana",Indiana,IN,18,Union,161
"Vanderburgh County, Indiana",Indiana,IN,18,Vanderburgh,163
"Vermillion County, Indiana",Indiana,IN,18,Vermillion,165
"Vigo County, Indiana",Indiana,IN,18,Vigo,167
"Wabash County, Indiana",Indiana,IN,18,Wabash,169
"Warren County, Indiana",Indiana,IN,18,Warren,171
"Warrick County, Indiana",Indiana,IN,18,Warrick,173
"Washington County, Indiana",Indiana,IN,18,Washington,175
"Wayne County, Indiana",Indiana,IN,18,Wayne,177
"Wells County, Indiana",Indiana,IN,18,Wells,179
"White County, Indiana",Indiana,IN,18,White,181
"Whitley County, Indiana",Indiana,IN,18,Whitley,183
"Adair County, Iowa",Iowa,IA,19,Adair,001
"Adams County, Iowa",Iowa,IA,19,Adams,003
"Allamakee County, Iowa",Iowa,IA,19,Allamakee,005
"Appanoose County, Iowa",Iowa,IA,19,Appanoose,007
"Audubon County, Iowa",Iowa,IA,19,Audubon,009
"Benton County, Iowa",Iowa,IA,19,Benton,011
"Black Hawk County, Iowa",Iowa,IA,19,Black Hawk,013
"Boone County, Iowa",Iowa,IA,19,Boone,015
"Bremer County, Iowa",Iowa,IA,19,Bremer,017
"Buchanan County, Iowa",Iowa,IA,19,Buchanan,019
"Buena Vista County, Iowa",Iowa,IA,19,Buena Vista,021
"Butler County, Iowa",Iowa,IA,19,Butler,023
"Calhoun County, Iowa",Iowa,IA,19,Calhoun,025
"Carroll County, Iowa",Iowa,IA,19,Carroll,027
"Cass County, Iowa",Iowa,IA,19,Cass,029
"Cedar County, Iowa",Iowa,IA,19,Cedar,031
"Cerro Gordo County, Iowa",Iowa,IA,19,Cerro Gordo,033
"Cherokee County, Iowa",Iowa,IA,19,Cherokee,035
"Chickasaw County, Iowa",Iowa,IA,19,Chickasaw,037
"Clarke County, Iowa",Iowa,IA,19,Clarke,039
"Clay County, Iowa",Iowa,IA,19,Clay,041
"Clayton County, Iowa",Iowa,IA,19,Clayton,043
"Clinton County, Iowa",Iowa,IA,19,Clinton,045
"Crawford County, Iowa",Iowa,IA,19,Crawford,047
"Dallas County, Iowa",Iowa,IA,19,Dallas,049
"Davis County, Iowa",Iowa,IA,19,Davis,051
"Decatur County, Iowa",Iowa,IA,19,Decatur,053
"Delaware County, Iowa",Iowa,IA,19,Delaware,055
"Des Moines County, Iowa",Iowa,IA,19,Des Moines,057
"Dickinson County, Iowa",Iowa,IA,19,Dickinson,059
"Dubuque County, Iowa",Iowa,IA,19,Dubuque,061
"Emmet County, Iowa",Iowa,IA,19,Emmet,063
"Fayette County, Iowa",Iowa,IA,19,Fayette,065
"Floyd County, Iowa",Iowa,IA,19,Floyd,067
"Franklin County, Iowa",Iowa,IA,19,Franklin,069
"Fremont County, Iowa",Iowa,IA,19,Fremont,071
"Greene County, Iowa",Iowa,IA,19,Greene,073
"Grundy County, Iowa",Iowa,IA,19,Grundy,075
"Guthrie County, Iowa",Iowa,IA,19,Guthrie,077
"Hamilton County, Iowa",Iowa,IA,19,Hamilton,079
"Hancock County, Iowa",Iowa,IA,19,Hancock,081
"Hardin County, Iowa",Iowa,IA,19,Hardin,083
"Harrison County, Iowa",Iowa,IA,19,Harrison,085
"Henry County, Iowa",Iowa,IA,19,Henry,087
"Howard County, Iowa",Iowa,IA,19,Howard,089
"Humboldt County, Iowa",Iowa,IA,19,Humboldt,091
"Ida County, Iowa",Iowa,IA,19,Ida,093
"Iowa County, Iowa",Iowa,IA,19,Iowa,095
"Jackson County, Iowa",Iowa,IA,19,Jackson,097
"Jasper County, Iowa",Iowa,IA,19,Jasper,099
"Jefferson County, Iowa",Iowa,IA,19,Jefferson,101
"Johnson County, Iowa",Iowa,IA,19,Johnson,103
"Jones County, Iowa",Iowa,IA,19,Jones,105
"Keokuk County, Iowa",Iowa,IA,19,Keokuk,107
"Kossuth County, Iowa",Iowa,IA,19,Kossuth,109
"Lee County, Iowa",Iowa,IA,19,Lee,111
"Linn County, Iowa",Iowa,IA,19,Linn,113
"Louisa County, Iowa",Iowa,IA,19,Louisa,115
"Lucas County, Iowa",Iowa,IA,19,Lucas,117
"Lyon County, Iowa",Iowa,IA,19,Lyon,119
"Madison County, Iowa",Iowa,IA,19,Madison,121
"Mahaska County, Iowa",Iowa,IA,19,Mahaska,123
"Marion County, Iowa",Iowa,IA,19,Marion,125
"Marshall County, Iowa",Iowa,IA,19,Marshall,127
"Mills County, Iowa",Iowa,IA,19,Mills,129
"Mitchell County, Iowa",Iowa,IA,19,Mitchell,131
"Monona County, Iowa",Iowa,IA,19,Monona,133
"Monroe County, Iowa",Iowa,IA,19,Monroe,135
"Montgomery County, Iowa",Iowa,IA,19,Montgomery,137
"Muscatine County, Iowa",Iowa,IA,19,Muscatine,139
"O'Brien County, Iowa",Iowa,IA,19,O'Brien,141
"Osceola County, Iowa",Iowa,IA,19,Osceola,143
"Page County, Iowa",Iowa,IA,19,Page,145
"Palo Alto County, Iowa",Iowa,IA,19,Palo Alto,147
"Plymouth County, Iowa",Iowa,IA,19,Plymouth,149
"Pocahontas County, Iowa",Iowa,IA,19,Pocahontas,151
"Polk County, Iowa",Iowa,IA,19,Polk,153
"Pottawattamie County, Iowa",Iowa,IA,19,Pottawattamie,155
"Poweshiek County, Iowa",Iowa,IA,19,Poweshiek,157
"Ringgold County, Iowa",Iowa,IA,19,Ringgold,159
"Sac County, Iowa",Iowa,IA,19,Sac,161
"Scott County, Iowa",Iowa,IA,19,Scott,163
"Shelby County, Iowa",Iowa,IA,19,Shelby,165
"Sioux County, Iowa",Iowa,IA,19,Sioux,167
"Story County, Iowa",Iowa,IA,19,Story,169
"Tama County, Iowa",Iowa,IA,19,Tama,171
"Taylor County, Iowa",Iowa,IA,19,Taylor,173
"Union County, Iowa",Iowa,IA,19,Union,175
"Van Buren County, Iowa",Iowa,IA,19,Van Buren,177
"Wapello County, Iowa",Iowa,IA,19,Wapello,179
"Warren County, Iowa",Iowa,IA,19,Warren,181
"Washington County, Iowa",Iowa,IA,19,Washington,183
"Wayne County, Iowa",Iowa,IA,19,Wayne,185
"Webster County, Iowa",Iowa,IA,19,Webster,187
"Winnebago County, Iowa",Iowa,IA,19,Winnebago,189
"Winneshiek County, Iowa",Iowa,IA,19,Winneshiek,191
"Woodbury County, Iowa",Iowa,IA,19,Woodbury,193
"Worth County, Iowa",Iowa,IA,19,Worth,195
"Wright County, Iowa",Iowa,IA,19,Wright,197
"Allen County, Kansas",Kansas,KS,20,Allen,001
"Anderson County, Kansas",Kansas,KS,20,Anderson,003
"Atchison County, Kansas",Kansas,KS,20,Atchison,005
"Barber County, Kansas",Kansas,KS,20,Barber,007
"Barton County, Kansas",Kansas,KS,20,Barton,009
"Bourbon County, Kansas",Kansas,KS,20,Bourbon,011
"Brown County, Kansas",Kansas,KS,20,Brown,013
"Butler County, Kansas",Kansas,KS,20,Butler,015
"Chase County, Kansas",Kansas,KS,20,Chase,017
"Chautauqua County, Kansas",Kansas,KS,20,Chautauqua,019
"Cherokee County, Kansas",Kansas,KS,20,Cherokee,021
"Cheyenne County, Kansas",Kansas,KS,20,Cheyenne,023
"Clark County, Kansas",Kansas,KS,20,Clark,025
"Clay County, Kansas",Kansas,KS,20,Clay,027
"Cloud County, Kansas",Kansas,KS,20,Cloud,029
"Coffey County, Kansas",Kansas,KS,20,Coffey,031
"Comanche County, Kansas",Kansas,KS,20,Comanche,033
"Cowley County, Kansas",Kansas,KS,20,Cowley,035
"Crawford County, Kansas",Kansas,KS,20,Crawford,037
"Decatur County, Kansas",Kansas,KS,20,Decatur,039
"Dickinson County, Kansas",Kansas,KS,20,Dickinson,041
"Doniphan County, Kansas",Kansas,KS,20,Doniphan,043
"Douglas County, Kansas",Kansas,KS,20,Douglas,045
"Edwards County, Kansas",Kansas,KS,20,Edwards,047
"Elk County, Kansas",Kansas,KS,20,Elk,049
"Ellis County, Kansas",Kansas,KS,20,Ellis,051
"Ellsworth County, Kansas",Kansas,KS,20,Ellsworth,053
"Finney County, Kansas",Kansas,KS,20,Finney,055
"Ford County, Kansas",Kansas,KS,20,Ford,057
"Franklin County, Kansas",Kansas,KS,20,Franklin,059
"Geary County, Kansas",Kansas,KS,20,Geary,061
"Gove County, Kansas",Kansas,KS,20,Gove,063
"Graham County, Kansas",Kansas,KS,20,Graham,065
"Grant County, Kansas",Kansas,KS,20,Grant,067
"Gray County, Kansas",Kansas,KS,20,Gray,069
"Greeley County, Kansas",Kansas,KS,20,Greeley,071
"Greenwood County, Kansas",Kansas,KS,20,Greenwood,073
"Hamilton County, Kansas",Kansas,KS,20,Hamilton,075
"Harper County, Kansas",Kansas,KS,20,Harper,077
"Harvey County, Kansas",Kansas,KS,20,Harvey,079
"Haskell County, Kansas",Kansas,KS,20,Haskell,081
"Hodgeman County, Kansas",Kansas,KS,20,Hodgeman,083
"Jackson County, Kansas",Kansas,KS,20,Jackson,085
"Jefferson County, Kansas",Kansas,KS,20,Jefferson,087
"Jewell County, Kansas",Kansas,KS,20,Jewell,089
"Johnson County, Kansas",Kansas,KS,20,Johnson,091
"Kearny County, Kansas",Kansas,KS,20,Kearny,093
"Kingman County, Kansas",Kansas,KS,20,Kingman,095
"Kiowa County, Kansas",Kansas,KS,20,Kiowa,097
"Labette County, Kansas",Kansas,KS,20,Labette,099
"Lane County, Kansas",Kansas,KS,20,Lane,101
"Leavenworth County, Kansas",Kansas,KS,20,Leavenworth,103
"Lincoln County, Kansas",Kansas,KS,20,Lincoln,105
"Linn County, Kansas",Kansas,KS,20,Linn,107
"Logan County, Kansas",Kansas,KS,20,Logan,109
"Lyon County, Kansas",Kansas,KS,20,Lyon,111
"McPherson County, Kansas",Kansas,KS,20,McPherson,113
"Marion County, Kansas",Kansas,KS,20,Marion,115
"Marshall County, Kansas",Kansas,KS,20,Marshall,117
"Meade County, Kansas",Kansas,KS,20,Meade,119
"Miami County, Kansas",Kansas,KS,20,Miami,121
"Mitchell County, Kansas",Kansas,KS,20,Mitchell,123
"Montgomery County, Kansas",Kansas,KS,20,Montgomery,125
"Morris County, Kansas",Kansas,KS,20,Morris,127
"Morton County, Kansas",Kansas,KS,20,Morton,129
"Nemaha County, Kansas",Kansas,KS,20,Nemaha,131
"Neosho County, Kansas",Kansas,KS,20,Neosho,133
"Ness County, Kansas",Kansas,KS,20,Ness,135
"Norton County, Kansas",Kansas,KS,20,Norton,137
"Osage County, Kansas",Kansas,KS,20,Osage,139
"Osborne County, Kansas",Kansas,KS,20,Osborne,141
"Ottawa County, Kansas",Kansas,KS,20,Ottawa,143
"Pawnee County, Kansas",Kansas,KS,20,Pawnee,145
