View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1","Address, line 2",City,State,Zip,Capabilities Narrative,Accepts Credit Card?,CAGE Code,Congr. Dist.,County Code,DUNS Number,Fiscal Year Ends,In SAM?,Incorp. Country,Main/Branch,Metro Stat Area,WWW Page URL,Year Established,8(a) Entrance Date,8(a) Exit Date,HUBZone Certification Date,HUBZone Exit Date,Legal Structure,SDB Entrance Date,SDB Exit Date,unknown,unknown,Special Equipment/Materials,"NAICS, All (for which firm is small)"
724,"REMI GROUP LLC, THE",,Jack Jaimes,,11325 N COMMUNITY HOUSE RD STE 300,,CHARLOTTE,NC,28277-1978,,Yes,51LN4,9,119,136662215,1201,Y,USA,Main,1520,http://www.theremigroup.com,2002,,,,,SC,,,"equipment, maintenance, management",,,
725,"A.M.S. Network, LLC ",A.M.S. Industries ,MATTHEW BLAKE,,2810 Interstate St ,,Charlotte,NC,28208-3606,Fabricating and Distribution of insulation products,Yes,65S22,12,119,964998921,1201,Y,USA,Main,1520,www.ams-ind.com,2010,,,,,LL,,,Insulation,,,
726,"Capstone VA Golden, LLC ",,"JAMES M. , JR JACOBSON",,600 Hermitage Rd ,,Charlotte,NC,28207-1846,,No,71NS3,9,119,79252286,1201,Y,USA,Main,1520,,2013,,,,,,,,,,,
727,HARRINGTON GROUP,,DIANE STONE,,10720 SIKES PL STE 110,,CHARLOTTE,NC,28277-8143,,No,6TNJ4,9,119,945505985,1201,Y,USA,Branch,1520,www.hgi-fire.com,2007,,,,,,,,,,,
728,"Employment Practices Counsel, Inc. ",,Lynn S Leary,,7714 Matthews Mint Hill Rd Ste H ,,Mint Hill,NC,28227-7598,"EPC is a Certified Minority and Woman Owned Business specializing in EEO Training and Investigations, Background Screening and Drug Testing. Our ROI helping employers make smart employee decisions.",Yes,6XNN7,9,119,146572370,1201,Y,USA,Main,1520,www.epcounsel.com,2003,,,,,SC,,,"Background Checks, Drug Screens, Training, Harassment, Discrimination, Investigations, HR Consulting, EEO Training, EEO Investigations, Employee Relations, Drug Testing",,,
729,CONCRETE & MATERIALS PLACEMENT,CMP,CURTIS Miles,,1425 CRESSIDA DR,,CHARLOTTE,NC,28210-5683,,Yes,5PRZ9,12,119,124430609,1201,Y,USA,Branch,1520,,2005,,,,,LL,,,,,,
730,"System Operations Success, International LLC",,Brad White,,10715 Sikes Place Ste 114,,Charlotte,NC,28277-8175,,Yes,3NYG1,9,119,149417623,1201,Y,USA,Main,1520,http://www.sosintl.com,2003,,,,,LL,,,,,,
731,Refulgent Technologies Inc ,,Surendra Vemugunta,,9700 Research Dr Ste 110 ,,Charlotte,NC,28262-8569,"Software Applications Development, Maintenance, Testing, Mobile Application Development & Maintenance, IT Consulting, IT Staff Augmentation",No,73Q20,12,119,13373467,1201,Y,USA,Main,1520,www.refulgent-tech.com,2005,,,,,SC,,,"Software Development, Maintenance, Testing, Mobile Apps, IT Consulting",,,
732,"ALL AMERICAN RELOCATION, INC",,David Rushing,,5433 WYOMING AVE,,CHARLOTTE,NC,28273-8862,,Yes,38PH3,9,119,123435625,1201,Y,USA,Branch,1520,,2001,,,,,SC,,,,,,
733,"American Dream Managers, LLC ",,Julie B Glenn,,5026 Parview Dr S ,,Charlotte,NC,28226-3455,,No,74HL8,9,119,79399019,1201,Y,USA,Main,1520,,2014,,,,,LL,,,,,,
734,"RONI, INC.",,GUNNAR  lofgren,,9319 FORSYTH PARK DR,,CHARLOTTE,NC,28273-0000,,Yes,1P0N2,9,119,933338956,901,Y,USA,Branch,1520,,1995,,,,,,,,,,,
735,"Advocations, LLC ",,Lindsey Haaser,,756 Tyvola Road Suite #115 ,,CHARLOTTE,NC,28217-3653,,No,6NGH8,12,119,963477216,1201,Y,USA,Main,1520,http://www.advocations.org,2009,,,,,LL,,,"employment programs, Job counseling, Job training, vocational support, Vocational rehab, counseling",,,
736,"GREENTHINC., LLC",,Jim Kirby,,10212 CAIRNSMORE PL,,MINT HILL,NC,28227-4302,,No,5YQQ9,9,119,962164252,1201,Y,USA,Main,1520,http://www.greenthinc.com,2010,,,,,LL,,,,,,
737,"Rocus Group, LLC ",RG ,Peter Seeber,,568 Jetton St Ste 200 ,,Davidson,NC,28036-9322,,No,7DKE8,9,119,79767966,1201,Y,USA,Main,1520,,2014,,,,,LL,,,,,,
738,NEIGHBORING CONCEPTS PLLC,,DARREL  WILLIAMS,,1230 W MOREHEAD ST STE 204,,CHARLOTTE,NC,28208-5205,,No,4QLY6,12,119,799883681,1201,Y,USA,Main,1520,http://www.neighboringconcepts.com,1996,,,,,LL,,,Architecural Service,,,
739,"Rent-A-Grantsman, LLC ",,Sharon D Alexander,,3318 Ringtail Ln ,,Charlotte,NC,28216-5925,,Yes,7F7F9,12,119,79917849,1201,Y,USA,Main,1520,,2015,,,,,LL,,,"grant writing, grant research, grant review, business plan, proposal assistance, business consulting",,,
740,"C D S SYSTEMS, INC",,Christopher  A Roberts,,15720 JOHN J DELANEY DR STE 300,,CHARLOTTE,NC,28277-1479,"Commerical Roofing, Sheet Metal, siding and deck replacement",Yes,5YMM5,9,119,961988222,1201,Y,USA,Main,1520,,2008,9/29/2011,9/29/2020,,,SC,9/29/2011,9/29/2020,Commerical Roofing,,"TPO, EPDM, Modified roofing and reflective/elastomeric coatings",
741,"Miller, Jerry ",MILLER LAWN CARE ,jerry miller,,9600 Pleasant View Ln ,,Mint Hill,NC,28227-3409,,No,79AN8,9,119,123465788,901,Y,USA,Main,1520,,2014,,,,,,,,,,,
742,SETPOINT SOLUTIONS INC ,,Jim Bell,,10419 CLUB CAR CT ,,MINT HILL,NC,28227-1408,,No,70TT6,9,119,790505890,1201,Y,USA,Main,1520,www.SetPointSolutionsInc.com,2006,,,,,SC,,,,,,
743,"EverGlow NA, Inc. ",,CHARLES V Barlow,,1122 Industrial Dr Ste 112 ,,Matthews,NC,28105-5420,"EverGlow manufactures photoluminescent (safety grade 'glow in the dark') signs, markers, films, tapes and coatings. We offer non-electric exit signs, safety guidance systems, exit pathway marking systems, stair, obstacle and handrail markers and tapes.",Yes,4FUK8,9,119,615522971,1201,Y,USA,Branch,1520,http://www.everglow.us,2004,,,,,,,,"signs, safety, photoluminescent, glow in the dark, markers, tape, exit, exit sign, safety sign, ada, egress, escape, exit path, paint, epoxy, luminous",,,
744,"SVM HISTORICAL CONSULTING, LLC ",,Susan V Mayer,,4711 Water Oak Rd ,,CHARLOTTE,NC,28211-2425,,No,7E2L6,9,119,40329993,1201,Y,USA,Main,1520,,2013,,,,,LL,,,,,,
745,"McFarland Building Group, LLC ",McFarland Construction ,TUTINO  MCFARLAND,,2020 S Tryon St Ste 2C ,,Charlotte,NC,28203-5583,"General Contracting/Construction Mangement firm offering full service preconstruction, construction oversight, commissioning and close-out services. Experienced in general construction, as well as heavy civil and transportation construction.",No,62LD7,12,119,962329418,1201,Y,USA,Main,1520,http://www.mcfarlandconstructionus.com/,2010,12/6/2012,12/6/2021,4/6/2015,,LL,12/6/2012,12/6/2021,"Const. Management, Gen. Contracting, Underground Util., Fire Protection, Heavy Civil, Transportation, Schools, Hospitals, Disaster services, Design-Build 8(a), HUBZone, SDBE",,,
746,HOSCH ENTERPRISES LLC,,CORNELIUS HOSCH Hosch,,3542 CRESTRIDGE DR,,CHARLOTTE,NC,28217-1443,"Supplier of medical, dental,equipment and supplies. Supplier of tires and general supplies.",No,5Z0R6,12,119,962148156,901,Y,USA,Main,1520,,2009,,,,,LL,,,"Procurement, Electricial, Heating, Plumbing",,"Medical, dental, supplies and services.",
747,Ew2 Environmental Inc ,,Gail Orr,,7245 PINEVILLE MATTHEWS RD STE 100 ,,CHARLOTTE,NC,28226-6164,,No,01DC1,9,119,787214212,1201,Y,USA,Main,1520,www.ew2.net,1991,,,,,,,,,,,
748,"KODIAK International, Inc ",Kodiak Company Police ,Wilbert R Carter,,2211 EXECUTIVE ST STE E ,,CHARLOTTE,NC,28208-3655,,Yes,7ADK2,12,119,7979200,1201,Y,USA,Main,1520,www.kodiakInternationalinc.com,2000,,,,,,,,,,,
749,"LOVETT CONSULTANTS, PLLC",,BUFORD   LOVETT,,4455 MORRIS PARK DR STE H,,MINT HILL,NC,28227-8261,Fire Protection & Code Consulting Engineers; Fire Protection & Sprinkler Design;Inspections,No,5Y0B3,9,119,849714498,1201,Y,USA,Main,1520,http://www.lovettc.com/,1992,,,,,LL,,,"Fire Protection, Code",,,
750,ELM ENGINEERING INC,,Mary  Reitterer,,"900 CENTER PARK DRIVE, SUITE E",,CHARLOTTE,NC,28217-0000,,No,44M33,12,119,602924305,1201,Y,USA,Main,1520,http://www.elmengr.com,2005,,,,,SC,,,"Engineering, Commissioning, Electrical design, Mechanical design",,,
751,"Z-MAR TECHNOLOGY, INC.",,Yates   Davis,Military sales manager,8541 CROWN CRESCENT CT,,CHARLOTTE,NC,28227-7733,"Z-Mar is a distributor of static control products and technology. We supply products such as static control bags, boxes, work tables, chairs, garments, production design, audits and training.",Yes,0YWL3,12,119,609628581,1201,Y,USA,Main,1520,www.zmar.com,1988,,,,,,,,"wrist straps, bags, static shield bags, boxes, work tables, chairs, table mats, cap plugs",,"Wrist straps, heel straps, static mats, static control garments, static shield bags, packaging.",
752,"KEIM MINERAL COATINGS OF AMERICA, INC.",,TOM  TIPPS,,10615 TEXLAND BLVD STE 600,,CHARLOTTE,NC,28273-6428,,Yes,5ZTA2,9,119,795437297,1201,Y,USA,Main,1520,http://www.keim.com,2007,,,,,,,,,,,
753,"ENERGY MANAGEMENT TECHNOLOGIES II, LLC ",,ANDREW HOUGH,,7427 MATTHEWS MINT HILL RD STE 201 ,,MINT HILL,NC,28227-8856,,No,6T0A2,9,119,37980985,1201,Y,USA,Main,1520,http://www.nanopromt.com,2012,,,,,LL,,,,,,
754,"ALCOA GAS PRODUCERS, LLC",,William Brinker,,10600 NATIONS FORD RD,,CHARLOTTE,NC,28273-5762,,No,6FN06,9,119,967062964,1201,Y,USA,Main,1520,,2010,,,,,LL,,,,,,
755,"Perkinson Company, The ",,"SETH PERKINSON, III PERKINSON, III",,10817 SOUTHERN LOOP BLVD ,,PINEVILLE,NC,28134-7384,,Yes,3W2L9,9,119,74527375,1101,Y,USA,Main,1520,,1973,,,,,,,,,,,
756,"AFYA GROUP, LLC ",RX CLINIC PHARMACY ,Amina A Abubakar,,7308 E INDEPENDENCE BLVD STE A2 ,,CHARLOTTE,NC,28227-9440,,Yes,78JS8,12,119,831349407,1201,Y,USA,Main,1520,www.rxclinicpharmacy.com,2009,,,,,SC,,,"immunizations, med management, diabetes education, medical equipment",,,
757,"CRAFTED CASES, LLC ",,Mike Outten,,9809 BRIEF RD ,,CHARLOTTE,NC,28227-8471,,Yes,749G3,9,119,70557653,1201,Y,USA,Main,1520,,2014,,,,,LL,,,,,,
758,Maximize Consulting LLC ,,L. Diane Bennett,,14563 Adair Manor Court ,,Charlotte,NC,28277-2069,,Yes,7EAX9,9,119,79796500,1201,Y,USA,Main,1520,,2015,,,,,,,,,,,
759,"P3 SERVICES, LLC ",,ROBERT  PETERLIN,,7824 Trotter Road ,,Charlotte,NC,28216-8735,,No,6DRP1,12,119,968165543,1201,Y,USA,Main,1520,,2011,,,,,LL,,,,,,
760,Utility Sentry Inc.,,Guy R. Monagas,,5245 Old Dowd Rd Ste 8,,Charlotte,NC,28208-2164,,No,6UQZ4,12,119,78747983,1201,Y,USA,Main,1520,www.utilitysentry.com,2012,,,,,,,,,,,
761,"LLS Investments, Inc. ",CRATERS AND FREIGHTERS OF CHARLOTTE ,Eric Seiden,,733 Bealer Road ,,Charlotte,NC,28208-1203,,Yes,77GE8,12,119,66881861,1201,Y,USA,Main,1520,,2013,,,,,SC,,,,,,
762,"Bobco, Inc ",Charlotte Tractor Company ,BOBBY L COCKERHAM,,1700 Starita Rd ,,Charlotte,NC,28206-1246,,No,7DH52,12,119,43674704,1201,Y,USA,Main,1520,,1994,,,,,,,,,,,
763,"Onslow Energy, LLC ",,Katherine S Masters,,10600 Nations Ford Rd ,,Charlotte,NC,28273-5762,,No,7EN41,9,119,79616953,1201,Y,USA,Main,1520,,2012,,,,,,,,,,,
764,"Jewel Glenn Protocol Consulting Group, LLC ",,Jewel Glenn,,255 W Martin Luther King Jr Blvd Unit 201 ,,Charlotte,NC,28202-1992,,No,76QT7,12,119,79275156,1201,Y,USA,Main,1520,,2011,,,,,LL,,,,,,
765,SV Partners LLC ,,Nikita Devereaux,,6425 Bannington Rd Ste B ,,Charlotte,NC,28226-1340,"Founded in 1997, SIMPLY VIRTUAL? delivers a unique blend of innovative process improvement, workforce training and project management solutions to help you streamline your systems & processes, increase employee engagement and reduce costs.",Yes,79PK8,9,119,32461967,1201,Y,USA,Main,1520,http://www.simply-virtual.com,1997,,,,,LL,,,"process improvement, strategy, business management, consulting, project management, training, workshops, workforce training, six sigma, pmp, remote teams, education, leadership, productivity, communications, virtual",,,
766,"Colorid, LLC ",,BRIAN  BLAKELEY,,20480 Chartwell Cent Dr Ste F ,,Cornelius,NC,28031-6430,,Yes,1U2H8,9,119,94173163,1201,Y,USA,Main,1520,http://www.colorid.com,1999,,,,,LL,,,,,,
767,"SPIRIT SERVICES, INCORPORATED",,SCOTT AVERY,,5220 SILABERT AVE,,CHARLOTTE,NC,28205-7865,,Yes,304M8,9,119,23950699,1201,Y,USA,Main,1520,http://www.spiritservices.com,1998,,,,,,,,,,,
768,"FORTRESS SYSTEMS INTERNATIONAL, INC",(),Daniel Willis,,3801 ROSE LAKE DR,,CHARLOTTE,NC,28217-2833,"Provide Mobile Surveillance and IT Hardware products. Products Such as: Bus Cameras, Video Equipment, Computers, Desktops, Notebooks, Chromebooks, Tablets, Printers, Body Cameras, Interior Cameras, Stop Arm Cameras, GPS, Software, Wireless, Wifi, Carts, and TV's.",Yes,0UTX5,12,119,626241673,1201,Y,USA,Main,1520,,1991,,,,,,,,"Camera, Bus, Video, Computer, Desktop, Notebook, Chromebook, Tablet, Printer, Body Camera, Interior Camera, Stop Arm Camera, GPS, Software, Wireless, Wi-Fi, Wifi, Carts, TV, 1080p, Hard Drive, Law Enforcement, Surveillance, Transportation, mobile.",,"Bus Cameras, Video Equipment, Computers, Desktops, Notebooks, Chromebooks, Tablets, Printers, Body Cameras, Interior Cameras, Stop Arm Cameras, GPS, Software, Wireless, Wifi, Carts, and TV's.",
769,MGBC LLC,SILVER CROSS CHARLOTTE,BRIAN CARNEY,,658 GRIFFITH RD STE 101,,CHARLOTTE,NC,28217-3520,,Yes,53VE9,12,119,9696033,1201,Y,USA,Main,1520,http://www.silvercross.com/locations/Charlotte.html,2008,,,,,LL,,,,,,
770,ADVANCED EQUIPMENT COMPANY INC,,DARYLE  OGBURN,,118 CLANTON RD,,CHARLOTTE,NC,28217-1302,,Yes,7H527,12,119,24462459,1201,Y,USA,Main,1520,www.aec-carolina.com,1960,,,,,SC,,,,,,
771,"LOSS CONTROL AND RECOVERY, INC.",Advantaclean Commercial Services Group,Scott Brown,,107 Parr Drive,,Huntersville,NC,28078-5936,"With technical expertise as diverse as the facilities and clients we serve, AdvantaClean is strategically positioned to provide a wide range of indoor air quality services that are efficient, cost-effective and on schedule.",No,5B3K4,9,119,835498064,1201,Y,USA,Main,1520,http://www.advantacleancsg.com,1994,,,,,,,,"Mold assessments, mold testing, Mold remediation, duct cleaning, HVAC Cleaning, vent cleaning, dryer vent cleaning, coil cleaning, water damage cleanup, water restoration, Sewage cleanup, Fire restoration, smoke restoration, Dehumidification","moisture control, Catastrophe, Mitigation, Restoration, gsa schedule",,
772,ENTOGENETICS INC. ,,David L Brigham,,7125 COLLETON PL ,,CHARLOTTE,NC,28270-2850,,Yes,5JAC4,9,119,927556741,1201,Y,USA,Main,1520,www.entogenetics.com,2007,,,,,,,,,,,
773,"Liquid Floors, Inc. ",,Lee Davis,,10801 Johnston Rd Ste 215 ,,Charlotte,NC,28226-0920,,No,3TAD5,9,119,144274003,1201,Y,USA,Main,1520,,2004,,,,,SC,,,,,,
774,"AGILITY RECOVERY SOLUTIONS, INC",,SCOTT Teel,,2101 REXFORD RD STE 350E,,CHARLOTTE,NC,28211-3493,,Yes,8A0C3,9,119,122369023,1201,Y,USA,Main,1520,http://www.agilityrecovery.com,2002,,,,,,,,,,,
775,PlanIT Group LLC ,,Thomas Hoshko,,6425 Bannington Rd Ste A ,,Charlotte,NC,28226-1340,"PLANIT Group is a Veteran-Owned technology consulting firm delivering innovative solutions to our clients - including management consulting, systems integration, ERP solutions, enterprise architecture, communications, and infrastructure services.",No,65ZD3,9,119,964033323,1201,Y,USA,Main,1520,http://www.planitgroup.com,2010,,,,,LL,,,"IT, IT Services, Security, DoD, Army, Navy, Infrastructure, Telecom, Network, Engineering, Project Management, O&M, ERP, IV&V, network design, remote monitoring, migration, SAP, rapid deployment, OCONUS, NOC, IT consulting",,,
776,"STARK POWER, INC ",,Martin Koebler,,630 Northwest Dr ,,Davidson,NC,28036-0000,,Yes,76XB2,9,119,968373337,1201,Y,USA,Main,1520,www.starkpower.com,2007,,,,,SC,,,"Jump starter, automotive battery, deep cycle battery, battery, lithium ion battery, lithium ion, 12V battery, Marine battery, PWC battery, lawn mower battery, ATV battery, portable charger, portable DC charger, auto battery charger, electronics charger","iphone charger, iPad charger, automotive jump box, 600 cranking amps, Truck battery, truck jump starter",,
777,CARY MANUFACTURING CORPORATION,,JIM Kehoe,,116 SOUTHSIDE DR,,CHARLOTTE,NC,28217-1720,,Yes,4FTV4,12,119,89159081,1201,Y,USA,Main,1520,,1980,,,,,SC,,,,,,
778,"Flagship Fredericksburg, LLC ",,Ryan  Dawson,,2701 Coltsgate Rd Ste 3 ,,Charlotte,NC,28211-3534,,No,7CH15,9,119,79777212,1201,Y,USA,Main,1520,,2014,,,,,LL,,,,,,
779,"Pharmalogix, LLC ",,Duane Richards,,801 E Morehead suite 106-107 ,,Charlotte,NC,28202-2729,,Yes,7F3X5,9,119,55218425,1201,Y,USA,Main,1520,www.pharmalogixmedical.com,2012,,,,,SC,,,,,,
780,QD SERVICES LLC ,,Daniel sans,,10323 WHEATSIDE DR APT G ,,CHARLOTTE,NC,28262-8195,"janitorial services, landscaping services, shelf stocking services, mail services",Yes,77BZ3,12,119,69862264,1201,Y,USA,Main,1520,,2014,,,,,LL,,,"Cleaning, janitorial, custodial, landscaping, cleaning supplies, carpet cleaning.",,,
781,EMERGENCY RESPONSE Plumbing Services ,E R Plumbing Services ,DAVID PARKER,,648 MATTHEWS MINT HILL RD ,,MATTHEWS,NC,28105-1757,"We provide plumbing and sewer repair and install water heater, toilet, water filters, and disposal systems.",Yes,6YYM1,9,119,809777654,1201,Y,USA,Main,1520,,1997,,,,,SC,,,"plumbing, valves, water, heater, toilet, sewer, lines, purification, filters",,,
782,"Write Solutions, LLC ",write solutions ,PAIGE  BAKER,,616 Watson St ,,Davidson,NC,28036-6903,,No,3YGA8,9,119,868228375,1201,Y,USA,Main,1520,http://www.writesolutions.com/,1996,,,,,LL,,,"Writing, editing, research, communications, program evaluation, material development, new and social media, plain language, public health",,,
783,"LEAD TECHNOLOGIES, INC.",MEDICOR IMAGING,Scott  Mallonee,,1927 SOUTH TRYON STREET STE 200,,CHARLOTTE,NC,28203-4911,"Multimedia (Audio / Video) Streaming & Compression,Professional Development Services,Video Conferencing,Video Surveillance,Document Imaging, Compression,PACS, Medical and Dental Imaging Applications,Custom DICOM Applications,Tele-Radiology Technologies",Yes,02CL7,12,119,626526024,1201,Y,USA,Main,1520,http://www.leadtools.com,1991,,,,,SC,,,"document imaging, programming sdk, developer toolkit, custom development, medical imaging, DICOM, multimedia, codec, H.264, MPEG-2, MPEG-4, video streaming, encoding, decoding, compression, algorithm, DirectShow, conversion, capture, digital media",,"MULTMEDIA TOOLS LEADTOOLS Multimedia, DVD Imager, Video Conferencing, Video on Demand LEAD Video Codecs (H.263,H.264,MPEG-2,MPEG-4) LEAD Audio Codecs (AAC,Vorbis) DIGITAL IMAGING LEADTOOLS Raster, Document, Medical, Vector MiPACS Universal, Dental",
784,HOGAN CONSULTING LLC,,Robina C Hogan,,2415 TATTERSALL DR,,CHARLOTTE,NC,28210-6773,,No,6TAX3,9,119,608282278,1201,Y,USA,Main,1520,,2005,,,,,,,,,,,
785,Lappert Smith Technologies LLC ,,Peter Kalaitzidis,,1205 S. Tryon St. Unit 1106 ,,Charlotte,NC,28203-4380,"Lappert Smith Technologies developes fully customized Unmanned Aircraft Systems which can be adapted to aerial applications such as, agriculture, energy systems inspection, search and rescue, surveillance and thermal imaging.",No,7ALJ6,12,119,79675099,1201,Y,USA,Main,1520,lappertsmithtechnologies.com,2014,,,,,LL,,,"Drones, UAV, UAS, custom drones, custom uas, custom UAV",,"Carbon Fiber, composites, flight autopilots, 3d printing, custom fabrication",
786,"Language Resource Center, Inc. ",,Abdullah Sheikh,,4801 E Independence Blvd Ste 303 ,,Charlotte,NC,28212-5410,,Yes,6Z5F7,12,119,21610698,1201,Y,USA,Main,1520,www.languagerc.com,2009,,,,,SC,,,,,,
787,"REGINA H. RUDOLPH, CPA ",,Regina Rudolph,,10925 DAVID TAYLOR DR STE 100 ,,CHARLOTTE,NC,28262-1044,,Yes,7B9W5,12,119,63928685,1201,Y,USA,Main,1520,www.reginarudolph.com,2006,,,,,,,,,,,
788,BIGFOOT SEC LLC,,Lester Harris,,"6000 FAIRVIEW ROAD, SUITE 110",,CHARLOTTE,NC,28210-2224,,No,523G9,9,119,799179564,1201,Y,USA,Main,1520,,2006,,,,,,,,,,,
789,MED-ED INC,,Nancy D Megargee,,1911 CHARLOTTE DR,,CHARLOTTE,NC,28203-5768,"Est. in 1983, MED-ED provides nursing continuing education through seminars, eLearning courses and hospital consultations. MED-ED meets the rigorous requirements of the American Nurses Credentialing Center (ANCC) as a nationally accredited provider.",Yes,4UNS8,9,119,166135046,1201,Y,USA,Main,1520,http://www.mededseminars.net/,1983,,,,,,,,"continuing education, certification review, nursing, online learning, clinical rounds, clinical consult, train the trainer, bedside training, grand rounds, nursing education, nursing leadership, women's health, critical care, nurse training, med-ed","med ed seminars, nursing seminars, nursing classes, nursing online, nursing review, nursing conferences, nursing webinars, nursing credit, nursing ce, nursing cne",,
790,"IMAGING ASSOCIATES, INC.",,Sandra B Masterman,,11110 WESTLAKE DR,,CHARLOTTE,NC,28273-3781,,Yes,0ZBM4,9,119,621646710,1201,Y,USA,Main,1520,,1991,,,,,,,,,,,
791,"ARMSTRONG GLEN, P.C.",,WILLIAM H ARMSTRONG,,9731 SOUTHERN PINE BLVD STE L,,CHARLOTTE,NC,28273-5504,"Provide professional engineering, surveying and construction observation services for the design of storm water systems, best management practices, roadways, structures, potable water distribution, sanitary sewer collection and waste water treatment",No,3DGT9,12,119,868001157,1201,Y,USA,Main,1520,www.armstrongglen.com,1997,,,,,SC,,,"STORM, FLOOD, STREAM, FEMA, CULVERT, HYDROLOGY, HYDRAULICS, RUNWAY, DAM, LAKE, HEC1, HECRAS, XPSWMM, ENGINEER, BRIDGE, STRUCTURAL, SURVEYING, TRANSPORTATION, ROADWAY, CONSTRUCTION, UTILITIES, SEWER, WATER, WASTEWATER, CIVIL",,,
792,"Shertech Pharmacy Charlotte, LLC ",,Karen Sheriff,,3557 Wilkinson Blvd Ste B ,,Charlotte,NC,28208-5509,"We provide radiopharmaceuticals to nuclear medicine & cardiology. Non-HEU source (LEU) on request. We secure only FDA approved radiopharmaceutical generators, kits and other components required to make the pharmaceuticals.",Yes,74FU0,12,119,23679678,1201,Y,USA,Main,1520,www.shertechpharmacy.com,2006,,,,,,,,Nuclear Pharmacy,,Radioactive Materials License and pharmacy license in North Carolina and South Carolina,
793,"INFORMATION OPERATIONS ASSOCIATES, INC.",,STEVEN  Sonnenberg,,174 CLEMENS PL,,DAVIDSON,NC,28036-0000,Mission assurance or surviability assessment and consulting; focus on information operations and security,No,6MCV4,9,119,78344367,1201,Y,USA,Main,1520,,2011,,,,,SC,,,"mission assurance, information, operations, IO, assessments, business continuity",,,
794,"Catherman, Jonathan Mark ",,Jonathan Catherman,,16110 Cranleigh Dr ,,Huntersville,NC,28078-5710,,Yes,6WGC8,9,119,78812347,1201,Y,USA,Main,1520,,2013,,,,,,,,,,,
795,DUBOSE NES INC,,SAM  LAMBERT,,10955 WINDS CROSSING DR,,CHARLOTTE,NC,28273-6777,,Yes,4BGR8,9,119,619154045,601,Y,USA,Branch,1520,http://www.dubosenes.com,1990,,,2/26/2010,10/20/2011,SC,,,,,,
796,"FUSSELL, R DALE ATTORNEY AT LAW",,DALE FUSSELL,,4600 PARK RD STE 109,,CHARLOTTE,NC,28209-0201,,No,67KY5,9,119,929747707,1201,Y,USA,Main,1520,,1995,,,,,,,,closing attorney NC,,,
797,Odell International Llc,,Richard J Cantwell,,13620 Reese Blvd E Ste 100,,Huntersville,NC,28078-6418,,No,1W8C2,9,119,137646159,1201,Y,USA,Main,1520,,2000,,,,,LL,,,Project Management,,,
798,"R. T. BARBEE COMPANY, INC.",,David Schrum,,2025 THRIFT RD,,CHARLOTTE,NC,28208-5305,Manufacture of bundle tags and labels in a variety of substrates,Yes,7T556,12,119,3154283,1201,Y,USA,Main,1520,http://www.rtbarbee.com/,1961,,,,,,,,"Production Tickets, Bundle Tickets, Real time Cards, Pressure Sensitive, labels",,Flexographic printing,
799,"Linet Americas, Inc. ",,Sharon Ostler,,10420 Harris Oak Blvd Ste R ,,Charlotte,NC,28269-7531,,Yes,61RZ3,12,119,23144300,301,Y,USA,Main,1520,http://www.linetamericas.com,2009,,,,,,,,,,,
800,"HLMF LOGISTICS, INC.",,Shawn  Hunt,,11116 DOWNS RD,,PINEVILLE,NC,28134-8412,,No,66P83,9,119,157593695,1201,Y,USA,Main,1520,,2008,,,,,SC,,,,,,
801,SUGAR CREEK PROFESSIONAL BUILDING,,Henry E Rice,,537 W SUGAR CREEK RD STE 101,,CHARLOTTE,NC,28213-6102,Sugar Creek Professional Building is a leasing and property management firm providing Class B Office Space to federal and state agencies.,No,46NV2,12,119,608471467,1201,Y,USA,Main,1520,,2005,,,,,,,,"Office Space, Office Lease, Public Office Lease, Commercial Office, Commercial Lease",,Commercial Property Office Space for lease.,
802,PACKARD PLACE PROPERTIES LLC,,Heather Case,,222 S CHURCH ST STE 300M,,CHARLOTTE,NC,28202-3213,,No,68XL5,12,119,966646551,1201,Y,USA,Main,1520,,2010,,,,,LL,,,,,,
803,"XPERIENCE LEADERSHIP, LLC ",,Carole Isom-Barnes,,16014 GRAFHAM CIR ,,HUNTERSVILLE,NC,28078-5958,,Yes,7BWZ0,9,119,932690295,1201,Y,USA,Main,1520,www.XperienceLeadership.com,2010,,,,,LL,,,,,,
804,Countervail Corporation ,,George W Basinger,,9201 UNIVERSITY CITY BLVD ,,CHARLOTTE,NC,28223-0001,,No,5A0J7,12,119,828973391,1201,Y,USA,Main,1520,,2007,,,,,,,,,,,
805,Besco Electric Corporation ,,DANIEL P CAYLOR,,9911 Northcross Center Ct ,,Huntersville,NC,28078-0000,"INSTALL ELECTRICAL FOR COMMERCIAL, INDUSTRIAL AND INSTITUTIONAL FACILITIES INCLUDING EMER. GENERATORS, FIRE ALARM, DATA AND SECURITY",Yes,466K6,9,119,72115269,1201,Y,USA,Main,1520,http://www.bescoelectrical.com,1991,,,,,SC,,,ELECTRICAL CONTRACTOR,,EMERGENCY GENERATORS,
806,FRYDAY & DOYNE ARCHITECTS PC,FRYDAY & DOYNE,JOHN  B Fryday,,118 E KINGSTON AVE STE 21,,CHARLOTTE,NC,28203-0003,"Full Architectural/ Engineering services for new buildings, additions, renovations- beginning with programming through Construction Administration and full Interior Design",No,61MX8,12,119,159754886,1201,Y,USA,Main,1520,,1997,,,,,SC,,,"Architecture, planning, renovation, addition, studies, programming, schematic design, construction plans",,,
